Catheter- Foley- Prep Trays and Collection Bags -16 French,case of 10,Priority
Catheter- IV- 14g -E.S.I.P. ,case of 10,Priority
Catheter- IV- 16g -E.S.I.P.,case of 10,Priority
Catheter- IV- 18g -E.S.I.P.,case of 10,Priority
Catheter- IV- 20g -E.S.I.P.,case of 10,Priority
Catheter- IV- 22g -E.S.I.P.,case of 10,Priority
Catheter- IV- 24g -E.S.I.P.,case of 10,Priority
Catheter- Pedi- Suction with Thumb Port- 6 FR,case of 10,Priority
Ceftriaxone- 1gm unit doses- IM or IV,10 vials,Priority
Center Punch -Window Punch,case of 10,Routine
Central Venous Access Kits Arrow- Triple Lumen- Adult,case of 10,Routine
Central Venous Access Kits- Arrow- Triple Lumen- Pediatric,case of 10,Routine
Cephalexin- 500mg- PO,100 tablets,Priority
Cephazolin- 1gm unit doses- IV- Vials,2 vials,Emergency
Cerenia -maropitant citrate 10 mg/ml,5 vials,Priority
Cerenia tablets 60 mg- 4 tablets/box,10 boxes,Priority
Chain oil- 2-1/2 gal,case of 4,Routine
Chain saw chain- 36 inch,case of 24,Routine
Chain saw file  ,case of 24,Routine
Chain saw safety kit- helmet and face mask ,case of 24,Routine
Chain saw- 36 inch  ,case of 24,Routine
Chain Wedge For 3/8 inch Chain- ,case of 24,Routine
Chain- 3/8 inch x 10ft.- grade 8- lifting- with Clevis- slip hooks,case of 24,Routine
Chain- 3/8 inchx 20ft.- grade 8- lifting- with Clevis- slip hook ,case of 24,Routine
Chain- Carbide Tip- Laser Weld- 16 inch- wood cutting,case of 24,Routine
Chain- Carbide Tip- Laser Weld- 22 inch- wood cutting,case of 24,Routine
Chain- Chipper- 16 inch- wood cutting,case of 24,Routine
Chain- Chipper- 22 inch- wood cutting,case of 24,Routine
Chain- Diamond segment- 15 inch- Concrete cutting- hydraulic,case of 24,Routine
Chains- Chainsaw- 16 inch- Spare,case of 24,Routine
Chalk- line- 100ft.- with chalk,case of 24,Routine
Chaps- Chainsaw- 36 inch Length,case of 24,Routine
Chaps- Chainsaw- 36 inch Length HD,case of 24,Routine
Chaps- Chainsaw- 36 inch length- water resistant,case of 24,Routine
Charcoal- activated- 50 gr tube,case of 24,Routine
Charger- Battery 12VDC,case of 24,Routine
Charger- Battery- Tender,case of 24,Routine
Charger- Dual- for Nivo Total Station,case of 24,Routine
Charger- for Defibrillator/Monitor LP 15,case of 24,Routine
Charger- RoboPak Battery Pack,case of 24,Routine
Charger- Triple Bank- for Hydraulic Vehicle Rescue System,case of 24,Routine
Chest Tube Kit,case of 24,Routine
Chisel Kit- Pneumatic-  complete- w/ accessories,case of 24,Routine
Chisels- wood- assorted not to exceed 6 chisels total- set,case of 24,Routine
Chucks- Absorbent,set of 12,Routine
Ciprofloxacin- 500mg- PO,100 tablets,Priority
Ciprofloxin- 500 mg- 100 per bottle,set of 12,Routine
Circuits- Ventilator- Wye- Disposable for Automatic Ventilator,set of 12,Routine
Clamps- Wall- Listening device,set of 12,Routine
Claw Hammer  ,case of 12,Routine
Cleaner- Battery Post ,case of 12,Routine
Cleaning kits ,case of 10,Routine
Clinical Procedures in Emergency Medicine- Roberts and Hedges,case of 24,Routine
Clinometer- foresters type- calibrated for 100 feet,case of 24,Routine
Clipboards- metal bound ,box of 25,Routine
Clipboards- metal bound- with storage pockets,case of 24,Routine
Clips- Paper- jumbo- -100/pkg,case of 24,Routine
Clips- Paper- Regular- -100/pkg ,case of 24,Routine
Clips- papers- jumbo ,case of 10 boxes,Routine
Clips- papers- regular ,case of 10 boxes,Routine
Clotrimazole / Lotrimin cream- ,case of 24,Routine
CMC- Tower Climb- Azzard,case of 24,Routine
CO Oxymeter- Handheld- w/SpO2- and Operatorft.s Manual,case of 24,Routine
Coat- Cold weather- K9 -Size ,case of 24,Routine
Collars- Cervical-  adjustable ,case of 24,Routine
Collars- Cervical- Pediatric ,case of 24,Routine
Combi Tool- Hydraulic Vehicle Rescue System- Battery Powered,case of 24,Routine
Combs- Plastic- disposable,case of 24,Routine
Commode Kit ,case of 25,Routine
Compass,case of 25,Routine
Compass- navigation- high quality,case of 25,Routine
Concrete coring tool- capable of cutting 2 inch diameter hole ,case of 25,Routine
Connector Kit- assortment of  connectors with crimping pliers,case of 10 boxes,Routine
Connector- Double Female Barrel Connector,case of 10 boxes,Routine
Connector- Feed line Choke Balun,case of 10 boxes,Routine
Connectors- Oxygen Tubing- Double Male+A609,case of 10 boxes,Routine
Container- for Decon Kit Support Supplies,case of 10 boxes,Routine
Container- Sharp-Object Disposal- individual size,case of 10 boxes,Routine
Container- Sharp-Object Disposal- large size,case of 10 boxes,Routine
Container- Storage- K9 Food- 30lb ,case of 10 boxes,Routine
Controler- Deadman- SPARE,case of 10 boxes,Routine
Controller- Dead man- Shore- Expandable,case of 10 boxes,Routine
Retaining Ring Pliers,case of 10 boxes,Routine
Cooler- insulated- 48-120 qt ,case of 10 boxes,Routine
Cord- 50ft. prob cord with snap hook,case of 10 boxes,Routine
Cord- prussik- 8mm- Green,case of 10 boxes,Routine
Cord- prussik- 8mm- Red,case of 10 boxes,Routine
Coring Tool- Concrete- electric,pallet of 12,Routine
Corpsman- Kit- Field- Deluxe ,pallet of 12,Routine
Corpsman- Kit- Field- Basic,pallet of 12,Routine
Cot- Patient- Surgical Medical- Waist Level,pallet of 12,Routine
Cots- 8 ft.,pallet of 12,Routine
Cots- General Purpose,pallet of 12,Routine
Coupler- Pipe,pallet of 12,Routine
Couplings- Hydraulic- flush face- 1/2 inch NPT,case of 10 boxes,Routine
Couplings- Hydraulic- flush face- 3/8 inch NPT,case of 10 boxes,Routine
Cover- Umbilical- Black 100ft.,case of 10 boxes,Routine
Cover- Umbilical- Blue 100ft.,case of 10 boxes,Routine
Cover- Umbilical- Orange 100ft.,case of 10 boxes,Routine
Cover- Umbilical- Red 100ft.,case of 10 boxes,Routine
Coveralls- plain -Tyvek- Saranex,case of 10 boxes,Routine
Crayon- lumber- assorted colors,case of 10 boxes,Routine
Crayon- Marking- Black,case of 10 boxes,Routine
Crayon- Marking- Red,case of 10 boxes,Routine
Crayon- Marking- Yellow,case of 10 boxes,Routine
Cricothyroidotomy- Surgical- Kit,case of 10 boxes,Routine
Crowbar 18 inch,case of 10 boxes,Routine
Crowbar- 24 inch,case of 10 boxes,Routine
Crowbar- 36 inch,case of 10 boxes,Routine
Cutter- Bolt-  18 inch- case Hardened,case of 10 boxes,Routine
Cutter- bolt- 18 inch,case of 10,Routine
Cutter- bolt- 24 inch,case of 10,Routine
Cutter- bolt- 24 inch- case Hardened,case of 10,Routine
Cutter- bolt- 36 inch,case of 10,Routine
Cutter- bolt- 36 inch- case Hardened,case of 10,Routine
Cutter- Hydraulic Vehicle Rescue System,case of 10,Routine
Cutter- Hydraulic Vehicle Rescue System- Battery Powered ,case of 10,Routine
Cutter- pipe- multiple head- 1 - 2-1/2 inch,case of 10,Routine
Cutter- Rope,case of 10,Routine
Cutter- wire and cable- 28 inch- fiberglass handles,case of 10,Routine
Cutters- Ring-  w/extra blades,case of 10,Routine
Cyanide Antidote Kit,25 kits,Priority
Cylinder- Breathing apparatus- 1-hour,50 cylinders,Priority
Cylinder- oxygen- aluminum- D size,50 cylinders,Priority
D5 1/2 Normal Saline- 1000cc,100 bags,Priority
D5W 100 or 150 ml bags,20 bags,Priority
Daily Restroom Kit- Brief Relief,case of 10 boxes,Routine
Defibrilator- Automatic External-  3 Lead Monitoring,box of 2,Emergency
Defibrilator- Automatic External,box of 2,Emergency
Defibrillator / Monitor- 12 Lead Capability,box of 2,Emergency
Deramaxx Tablets- 100 mg,300 tablets,Priority
Descender- Petzl Id for General Use,case of 10 boxes,Routine
Descenders- Rope- figure 8- with ears- MTS 10-000 lbs.,case of 10 boxes,Routine
Detector- CO2- Endotracheal Tube- electronic ,10 boxes,Priority
Detector- Metal- handheld,10,Routine
